userID,placeID,rating,food_rating,service_rating,Rating_sum,latitude,longitude,smoker,drink_level,dress_preference,ambience,transport,marital_status,hijos,birth_year,age,interest,personality,religion,activity,color,weight,budget,height,res_latitude,res_longitude,the_geom_meter,name,address,city,state,country,fax,zip,alcohol,smoking_area,dress_code,accessibility,price,url,Rambience,franchise,area,other_services
U1067,132733,1,1,1,3,23.752269,-99.168605,FALSE,abstemious,no preference,family,public,single,independent,1987,24,technology,thrifty-protector,Christian,student,green,92,medium,1.73,23.7602683,-99.1658646,0101000020957F0000A478418BBA8057C133851EB22C4E4941,Pollo_Frito_Buenos_Aires,tampico,victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,not permitted,informal,completely,low,?,quiet,t,closed,none
U1067,132732,1,2,2,5,23.752269,-99.168605,FALSE,abstemious,no preference,family,public,single,independent,1987,24,technology,thrifty-protector,Christian,student,green,92,medium,1.73,23.7543569,-99.171288,0101000020957F00008A20E615808157C16272FECBF84F4941,Taqueria EL amigo ,Calle Mezquite Fracc Framboyanes,Cd Victoria,Tamaulipas,Mexico,?,87018,No_Alcohol_Served,none,casual,completely,low,?,familiar,f,open,none
U1067,132630,1,0,1,2,23.752269,-99.168605,FALSE,abstemious,no preference,family,public,single,independent,1987,24,technology,thrifty-protector,Christian,student,green,92,medium,1.73,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1067,135104,0,0,0,0,23.752269,-99.168605,FALSE,abstemious,no preference,family,public,single,independent,1987,24,technology,thrifty-protector,Christian,student,green,92,medium,1.73,22.149192,-101.002936,0101000020957F0000E7B79B1DB94758C1D29BC363D8AA4B41,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,SLP,Mexico,?,78220,No_Alcohol_Served,none,informal,no_accessibility,medium,sushi-itto.com.mx,familiar,f,closed,none
U1067,132560,1,0,0,1,23.752269,-99.168605,FALSE,abstemious,no preference,family,public,single,independent,1987,24,technology,thrifty-protector,Christian,student,green,92,medium,1.73,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1103,132584,1,2,1,4,23.752265,-99.16859,FALSE,abstemious,formal,friends,public,single,independent,1989,22,technology,hard-worker,Jewish,professional,green,120,medium,1.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1103,132732,0,0,2,2,23.752265,-99.16859,FALSE,abstemious,formal,friends,public,single,independent,1989,22,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23.7543569,-99.171288,0101000020957F00008A20E615808157C16272FECBF84F4941,Taqueria EL amigo ,Calle Mezquite Fracc Framboyanes,Cd Victoria,Tamaulipas,Mexico,?,87018,No_Alcohol_Served,none,casual,completely,low,?,familiar,f,open,none
U1103,132630,1,2,0,3,23.752265,-99.16859,FALSE,abstemious,formal,friends,public,single,independent,1989,22,technology,hard-worker,Jewish,professional,green,120,medium,1.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1103,132613,2,2,2,6,23.752265,-99.16859,FALSE,abstemious,formal,friends,public,single,independent,1989,22,technology,hard-worker,Jewish,professional,green,120,medium,1.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1103,132667,1,2,2,5,23.752265,-99.16859,FALSE,abstemious,formal,friends,public,single,independent,1989,22,technology,hard-worker,Jewish,professional,green,120,medium,1.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1103,135104,1,2,0,3,23.752265,-99.16859,FALSE,abstemious,formal,friends,public,single,independent,1989,22,technology,hard-worker,Jewish,professional,green,120,medium,1.9,22.149192,-101.002936,0101000020957F0000E7B79B1DB94758C1D29BC363D8AA4B41,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,SLP,Mexico,?,78220,No_Alcohol_Served,none,informal,no_accessibility,medium,sushi-itto.com.mx,familiar,f,closed,none
U1103,132663,1,0,2,3,23.752265,-99.16859,FALSE,abstemious,formal,friends,public,single,independent,1989,22,technology,hard-worker,Jewish,professional,green,120,medium,1.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1103,132733,2,2,2,6,23.752265,-99.16859,FALSE,abstemious,formal,friends,public,single,independent,1989,22,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23.7602683,-99.1658646,0101000020957F0000A478418BBA8057C133851EB22C4E4941,Pollo_Frito_Buenos_Aires,tampico,victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,not permitted,informal,completely,low,?,quiet,t,closed,none
U1107,132660,2,2,1,5,23.742409,-99.171889,FALSE,abstemious,no preference,friends,car owner,single,independent,1989,22,variety,hard-worker,Catholic,?,blue,87,high,1.79,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1107,132584,2,2,2,6,23.742409,-99.171889,FALSE,abstemious,no preference,friends,car owner,single,independent,1989,22,variety,hard-worker,Catholic,?,blue,87,high,1.79,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1107,132733,2,2,2,6,23.742409,-99.171889,FALSE,abstemious,no preference,friends,car owner,single,independent,1989,22,variety,hard-worker,Catholic,?,blue,87,high,1.79,23.7602683,-99.1658646,0101000020957F0000A478418BBA8057C133851EB22C4E4941,Pollo_Frito_Buenos_Aires,tampico,victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,not permitted,informal,completely,low,?,quiet,t,closed,none
U1044,135088,2,2,2,6,18.95298,-99.260789,TRUE,social drinker,informal,family,car owner,married,kids,1969,42,variety,thrifty-protector,Catholic,professional,orange,85,medium,1.73,22.149192,-101.002936,0101000020957F0000E7B79B1DB94758C1D29BC363D8AA4B41,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,SLP,Mexico,?,78220,No_Alcohol_Served,none,informal,no_accessibility,medium,sushi-itto.com.mx,familiar,f,closed,none
U1044,132583,1,2,1,4,18.95298,-99.260789,TRUE,social drinker,informal,family,car owner,married,kids,1969,42,variety,thrifty-protector,Catholic,professional,orange,85,medium,1.73,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1070,132608,2,2,1,5,23.753237,-99.166868,FALSE,casual drinker,informal,friends,public,single,independent,1991,20,variety,thrifty-protector,Catholic,student,green,47,low,1.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1070,132609,1,1,1,3,23.753237,-99.166868,FALSE,casual drinker,informal,friends,public,single,independent,1991,20,variety,thrifty-protector,Catholic,student,green,47,low,1.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1070,132613,1,1,0,2,23.753237,-99.166868,FALSE,casual drinker,informal,friends,public,single,independent,1991,20,variety,thrifty-protector,Catholic,student,green,47,low,1.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1031,132663,0,0,0,0,23.735698,-99.159851,FALSE,abstemious,informal,solitary,?,married,kids,1992,19,none,hard-worker,Catholic,unemployed,white,40,medium,1.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1031,132665,0,0,0,0,23.735698,-99.159851,FALSE,abstemious,informal,solitary,?,married,kids,1992,19,none,hard-worker,Catholic,unemployed,white,40,medium,1.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1031,132668,0,0,0,0,23.735698,-99.159851,FALSE,abstemious,informal,solitary,?,married,kids,1992,19,none,hard-worker,Catholic,unemployed,white,40,medium,1.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1082,132630,1,1,1,3,23.753061,-99.166095,TRUE,abstemious,informal,friends,public,single,?,1989,22,variety,hard-worker,Catholic,student,black,63,medium,1.69,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1023,132715,0,0,0,0,23.752943,-99.166589,FALSE,casual drinker,informal,friends,car owner,single,independent,1988,23,none,hard-worker,Catholic,student,blue,103,low,1.79,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1023,132717,0,0,0,0,23.752943,-99.166589,FALSE,casual drinker,informal,friends,car owner,single,independent,1988,23,none,hard-worker,Catholic,student,blue,103,low,1.79,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1082,132613,0,0,0,0,23.753061,-99.166095,TRUE,abstemious,informal,friends,public,single,?,1989,22,variety,hard-worker,Catholic,student,black,63,medium,1.69,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1082,132594,0,0,0,0,23.753061,-99.166095,TRUE,abstemious,informal,friends,public,single,?,1989,22,variety,hard-worker,Catholic,student,black,63,medium,1.69,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1082,132608,0,0,0,0,23.753061,-99.166095,TRUE,abstemious,informal,friends,public,single,?,1989,22,variety,hard-worker,Catholic,student,black,63,medium,1.69,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1082,132609,0,0,0,0,23.753061,-99.166095,TRUE,abstemious,informal,friends,public,single,?,1989,22,variety,hard-worker,Catholic,student,black,63,medium,1.69,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1082,132663,0,0,0,0,23.753061,-99.166095,TRUE,abstemious,informal,friends,public,single,?,1989,22,variety,hard-worker,Catholic,student,black,63,medium,1.69,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1082,132560,0,0,0,0,23.753061,-99.166095,TRUE,abstemious,informal,friends,public,single,?,1989,22,variety,hard-worker,Catholic,student,black,63,medium,1.69,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1060,132564,2,2,2,6,23.715238,-99.158864,FALSE,casual drinker,formal,family,public,single,independent,1991,20,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1060,132717,2,2,2,6,23.715238,-99.158864,FALSE,casual drinker,formal,family,public,single,independent,1991,20,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1060,132733,2,1,2,5,23.715238,-99.158864,FALSE,casual drinker,formal,family,public,single,independent,1991,20,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7602683,-99.1658646,0101000020957F0000A478418BBA8057C133851EB22C4E4941,Pollo_Frito_Buenos_Aires,tampico,victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,not permitted,informal,completely,low,?,quiet,t,closed,none
U1060,132740,1,2,1,4,23.715238,-99.158864,FALSE,casual drinker,formal,family,public,single,independent,1991,20,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7602683,-99.1658646,0101000020957F0000A478418BBA8057C133851EB22C4E4941,Pollo_Frito_Buenos_Aires,tampico,victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,not permitted,informal,completely,low,?,quiet,t,closed,none
U1015,135071,0,0,0,0,22.12676,-100.905209,TRUE,social drinker,informal,family,public,single,independent,1989,22,technology,thrifty-protector,Catholic,student,black,87,medium,1.67,22.146658,-100.987219,0101000020957F0000B4F00BDD8B4858C10AC3619C83A64B41,La Virreina,Av. Carranza 830,San Luis Potosi,SLP,Mexico,?,?,Wine-Beer,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1123,132733,1,2,1,4,23.753112,-99.168567,FALSE,abstemious,informal,family,?,single,independent,1987,24,technology,hard-worker,Catholic,student,green,110,medium,1.75,23.7602683,-99.1658646,0101000020957F0000A478418BBA8057C133851EB22C4E4941,Pollo_Frito_Buenos_Aires,tampico,victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,not permitted,informal,completely,low,?,quiet,t,closed,none
U1123,132608,1,2,1,4,23.753112,-99.168567,FALSE,abstemious,informal,family,?,single,independent,1987,24,technology,hard-worker,Catholic,student,green,110,medium,1.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1123,135104,2,2,2,6,23.753112,-99.168567,FALSE,abstemious,informal,family,?,single,independent,1987,24,technology,hard-worker,Catholic,student,green,110,medium,1.75,22.149192,-101.002936,0101000020957F0000E7B79B1DB94758C1D29BC363D8AA4B41,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,SLP,Mexico,?,78220,No_Alcohol_Served,none,informal,no_accessibility,medium,sushi-itto.com.mx,familiar,f,closed,none
U1123,132584,1,2,0,3,23.753112,-99.168567,FALSE,abstemious,informal,family,?,single,independent,1987,24,technology,hard-worker,Catholic,student,green,110,medium,1.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1123,132667,1,2,1,4,23.753112,-99.168567,FALSE,abstemious,informal,family,?,single,independent,1987,24,technology,hard-worker,Catholic,student,green,110,medium,1.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1123,132740,1,1,1,3,23.753112,-99.168567,FALSE,abstemious,informal,family,?,single,independent,1987,24,technology,hard-worker,Catholic,student,green,110,medium,1.75,23.7602683,-99.1658646,0101000020957F0000A478418BBA8057C133851EB22C4E4941,Pollo_Frito_Buenos_Aires,tampico,victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,not permitted,informal,completely,low,?,quiet,t,closed,none
U1123,132613,1,2,1,4,23.753112,-99.168567,FALSE,abstemious,informal,family,?,single,independent,1987,24,technology,hard-worker,Catholic,student,green,110,medium,1.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1123,132594,1,1,1,3,23.753112,-99.168567,FALSE,abstemious,informal,family,?,single,independent,1987,24,technology,hard-worker,Catholic,student,green,110,medium,1.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1021,132740,2,2,1,5,23.730569,-99.171883,FALSE,social drinker,no preference,family,car owner,single,dependent,1984,27,none,hard-worker,Catholic,student,purple,108,medium,1.62,23.7602683,-99.1658646,0101000020957F0000A478418BBA8057C133851EB22C4E4941,Pollo_Frito_Buenos_Aires,tampico,victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,not permitted,informal,completely,low,?,quiet,t,closed,none
U1026,132626,2,2,2,6,23.733,-99.133,FALSE,abstemious,formal,family,public,single,independent,1989,22,technology,hunter-ostentatious,Catholic,student,red,49,medium,1.55,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1021,132668,2,2,2,6,23.730569,-99.171883,FALSE,social drinker,no preference,family,car owner,single,dependent,1984,27,none,hard-worker,Catholic,student,purple,108,medium,1.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1021,132715,2,2,1,5,23.730569,-99.171883,FALSE,social drinker,no preference,family,car owner,single,dependent,1984,27,none,hard-worker,Catholic,student,purple,108,medium,1.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1044,134987,0,0,0,0,18.95298,-99.260789,TRUE,social drinker,informal,family,car owner,married,kids,1969,42,variety,thrifty-protector,Catholic,professional,orange,85,medium,1.73,22.147622,-101.0102749,0101000020957F000068BE7C87C24758C1920A360A08AD4B41,emilianos,venustiano carranza,san luis potos,mexico,?,?,?,Wine-Beer,none,informal,completely,low,?,familiar,t,closed,variety
U1083,135034,2,2,2,6,22.13392,-101.028373,FALSE,abstemious,?,?,?,?,?,1981,30,none,hard-worker,none,?,yellow,40,?,1.6,23.7355234,-99.1295877,0101000020957F000040E8F628488557C18224E8B948454941,Carnitas Mata  Calle 16 de Septiembre,16 de Septiembre,victoria ,tamaulipas,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none
U1083,132723,1,1,1,3,22.13392,-101.028373,FALSE,abstemious,?,?,?,?,?,1981,30,none,hard-worker,none,?,yellow,40,?,1.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1083,135046,2,2,1,5,22.13392,-101.028373,FALSE,abstemious,?,?,?,?,?,1981,30,none,hard-worker,none,?,yellow,40,?,1.6,23.7355234,-99.1295877,0101000020957F000040E8F628488557C18224E8B948454941,Carnitas Mata  Calle 16 de Septiembre,16 de Septiembre,victoria ,tamaulipas,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none
U1108,135075,2,2,2,6,22.143524,-100.987562,FALSE,abstemious,informal,solitary,public,single,independent,1983,28,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,22.146658,-100.987219,0101000020957F0000B4F00BDD8B4858C10AC3619C83A64B41,La Virreina,Av. Carranza 830,San Luis Potosi,SLP,Mexico,?,?,Wine-Beer,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1108,132572,1,2,1,4,22.143524,-100.987562,FALSE,abstemious,informal,solitary,public,single,independent,1983,28,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U1108,135074,2,2,1,5,22.143524,-100.987562,FALSE,abstemious,informal,solitary,public,single,independent,1983,28,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,22.146658,-100.987219,0101000020957F0000B4F00BDD8B4858C10AC3619C83A64B41,La Virreina,Av. Carranza 830,San Luis Potosi,SLP,Mexico,?,?,Wine-Beer,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1108,135028,1,1,1,3,22.143524,-100.987562,FALSE,abstemious,informal,solitary,public,single,independent,1983,28,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,23.7355234,-99.1295877,0101000020957F000040E8F628488557C18224E8B948454941,Carnitas Mata  Calle 16 de Septiembre,16 de Septiembre,victoria ,tamaulipas,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none
U1108,135085,1,2,1,4,22.143524,-100.987562,FALSE,abstemious,informal,solitary,public,single,independent,1983,28,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,22.150802,-100.98268,0101000020957F00009F823DA6094858C18A2D4D37F9A44B41,Tortas Locas Hipocampo,Venustiano Carranza 719 Centro,San Luis Potosi,SLP,Mexico,?,78000,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,?,familiar,f,closed,none
U1108,135032,2,1,2,5,22.143524,-100.987562,FALSE,abstemious,informal,solitary,public,single,independent,1983,28,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,23.7355234,-99.1295877,0101000020957F000040E8F628488557C18224E8B948454941,Carnitas Mata  Calle 16 de Septiembre,16 de Septiembre,victoria ,tamaulipas,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none
