userID,placeID,rating,food_rating,service_rating,Rating_sum,latitude,longitude,smoker,drink_level,dress_preference,ambience,transport,marital_status,hijos,age,interest,personality,religion,activity,color,weight,budget,height,res_latitude,res_longitude,the_geom_meter,name,address,city,state,country,fax,zip,alcohol,smoking_area,dress_code,accessibility,price,url,Rambience,franchise,area,other_services
U1107,132584,2,2,2,6,23.742409,-99.171889,FALSE,abstemious,no preference,friends,car owner,single,independent,22,variety,hard-worker,Catholic,?,blue,87,high,1.79,23.7523648,-99.1652879,0101000020957F000048C65BA7EF8157C177F2344D664E4941,Gorditas Dona Tota,?,?,?,?,?,?,No_Alcohol_Served,not permitted,informal,completely,medium,?,familiar,t,closed,none
U1107,132733,2,2,2,6,23.742409,-99.171889,FALSE,abstemious,no preference,friends,car owner,single,independent,22,variety,hard-worker,Catholic,?,blue,87,high,1.79,23.7527071,-99.1625655,0101000020957F0000F2F4110CF28157C1DCFD7C1BA04D4941,Little Cesarz,?,Ciudad Victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,not permitted,informal,completely,medium,?,familiar,t,closed,none
U1044,135088,2,2,2,6,18.95298,-99.260789,TRUE,social drinker,informal,family,car owner,married,kids,42,variety,thrifty-protector,Catholic,professional,orange,85,medium,1.73,18.8760113,-99.2198896,0101000020957F0000E14AD4DBC7765AC1F7B33C85B1534A41,Cafeteria cenidet,Interior Internado Palmira SN,Cuernavaca,Morelos,Mexico,?,?,No_Alcohol_Served,not permitted,informal,no_accessibility,low,www.cenidet.edu.mx,quiet,f,closed,none
U1044,132583,1,2,1,4,18.95298,-99.260789,TRUE,social drinker,informal,family,car owner,married,kids,42,variety,thrifty-protector,Catholic,professional,orange,85,medium,1.73,18.9222904,-99.234332,0101000020957F0000FBE7171F056F5AC1E8A6C0A5AF554A41,McDonalds Centro,Rayon sn col. Centro,Cuernavaca,Morelos,Mexico,?,62000,No_Alcohol_Served,not permitted,informal,partially,low,no,familiar,t,closed,none
U1070,132608,2,2,1,5,23.753237,-99.166868,FALSE,casual drinker,informal,friends,public,single,independent,20,variety,thrifty-protector,Catholic,student,green,47,low,1.6,23.7588052,-99.1651297,0101000020957F0000A15C8F5FF78057C1C93CEA9E0A4E4941,Hamburguesas La perica,cd. mier,victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,permitted,informal,completely,low,?,quiet,t,open,none
U1070,132609,1,1,1,3,23.753237,-99.166868,FALSE,casual drinker,informal,friends,public,single,independent,20,variety,thrifty-protector,Catholic,student,green,47,low,1.6,23.7602683,-99.1658646,0101000020957F0000A478418BBA8057C133851EB22C4E4941,Pollo_Frito_Buenos_Aires,tampico,victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,not permitted,informal,completely,low,?,quiet,t,closed,none
U1070,132613,1,1,0,2,23.753237,-99.166868,FALSE,casual drinker,informal,friends,public,single,independent,20,variety,thrifty-protector,Catholic,student,green,47,low,1.6,23.7529035,-99.165076,0101000020957F00008EBA2D06DC8157C194E03B7B504E4941,carnitas_mata,lic. Emilio portes gil,victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,permitted,informal,completely,medium,?,familiar,t,closed,none
U1031,132663,0,0,0,0,23.735698,-99.159851,FALSE,abstemious,informal,solitary,?,married,kids,19,none,hard-worker,Catholic,unemployed,white,40,medium,1.6,23.7525107,-99.1669536,0101000020957F0000FDF8D26EE08157C1FEDB6A1FDB4E4941,tacos abi,?,victoria,tamaulipas,mexico,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none
U1031,132665,0,0,0,0,23.735698,-99.159851,FALSE,abstemious,informal,solitary,?,married,kids,19,none,hard-worker,Catholic,unemployed,white,40,medium,1.6,23.7367977,-99.1342413,0101000020957F00007AED0830FC8457C122F85F7B84464941,TACOS CORRECAMINOS,?,victoria,tamaulipas,mexico,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none
U1031,132668,0,0,0,0,23.735698,-99.159851,FALSE,abstemious,informal,solitary,?,married,kids,19,none,hard-worker,Catholic,unemployed,white,40,medium,1.6,23.738212,-99.1519547,0101000020957F000003B195E25F8457C1C535BD04614B4941,TACOS EL GUERO,?,victoria,tamaulipas,mexico,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none
U1082,132630,1,1,1,3,23.753061,-99.166095,TRUE,abstemious,informal,friends,public,single,?,22,variety,hard-worker,Catholic,student,black,63,medium,1.69,23.7529305,-99.1644725,0101000020957F000047206572DE8157C1D3315028254E4941,palomo tec,blvrd emilio portes gil,victoria,tamaulipas,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none
U1023,132715,0,0,0,0,23.752943,-99.166589,FALSE,casual drinker,informal,friends,car owner,single,independent,23,none,hard-worker,Catholic,student,blue,103,low,1.79,23.7324226,-99.1586602,0101000020957F00004609B96F198557C11973490A874D4941,tacos de la estacion,?,?,?,?,?,?,No_Alcohol_Served,none,informal,no_accessibility,low,?,quiet,f,open,none
U1023,132717,0,0,0,0,23.752943,-99.166589,FALSE,casual drinker,informal,friends,car owner,single,independent,23,none,hard-worker,Catholic,student,blue,103,low,1.79,23.7318602,-99.1504365,0101000020957F0000B21C3F6C5E8557C188ACCF0A444B4941,tortas hawai,?,?,?,?,?,?,No_Alcohol_Served,not permitted,informal,partially,medium,?,familiar,f,closed,none
U1082,132613,0,0,0,0,23.753061,-99.166095,TRUE,abstemious,informal,friends,public,single,?,22,variety,hard-worker,Catholic,student,black,63,medium,1.69,23.7529035,-99.165076,0101000020957F00008EBA2D06DC8157C194E03B7B504E4941,carnitas_mata,lic. Emilio portes gil,victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,permitted,informal,completely,medium,?,familiar,t,closed,none
U1082,132594,0,0,0,0,23.753061,-99.166095,TRUE,abstemious,informal,friends,public,single,?,22,variety,hard-worker,Catholic,student,black,63,medium,1.69,23.7521677,-99.165709,0101000020957F00003AE4C6DBF48157C1CE38ECC1864E4941,tacos de barbacoa enfrente del Tec,?,?,?,?,?,?,No_Alcohol_Served,not permitted,informal,completely,low,?,familiar,f,open,none
U1082,132608,0,0,0,0,23.753061,-99.166095,TRUE,abstemious,informal,friends,public,single,?,22,variety,hard-worker,Catholic,student,black,63,medium,1.69,23.7588052,-99.1651297,0101000020957F0000A15C8F5FF78057C1C93CEA9E0A4E4941,Hamburguesas La perica,cd. mier,victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,permitted,informal,completely,low,?,quiet,t,open,none
U1082,132609,0,0,0,0,23.753061,-99.166095,TRUE,abstemious,informal,friends,public,single,?,22,variety,hard-worker,Catholic,student,black,63,medium,1.69,23.7602683,-99.1658646,0101000020957F0000A478418BBA8057C133851EB22C4E4941,Pollo_Frito_Buenos_Aires,tampico,victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,not permitted,informal,completely,low,?,quiet,t,closed,none
U1082,132663,0,0,0,0,23.753061,-99.166095,TRUE,abstemious,informal,friends,public,single,?,22,variety,hard-worker,Catholic,student,black,63,medium,1.69,23.7525107,-99.1669536,0101000020957F0000FDF8D26EE08157C1FEDB6A1FDB4E4941,tacos abi,?,victoria,tamaulipas,mexico,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none
U1082,132560,0,0,0,0,23.753061,-99.166095,TRUE,abstemious,informal,friends,public,single,?,22,variety,hard-worker,Catholic,student,black,63,medium,1.69,23.7523041,-99.1669133,0101000020957F0000FC60BDA8E88157C1B2C357D6DA4E4941,puesto de gorditas,frente al tecnologico,victoria,tamaulipas,mexico,?,?,No_Alcohol_Served,permitted,informal,no_accessibility,low,?,familiar,f,open,none
U1060,132564,2,2,2,6,23.715238,-99.158864,FALSE,casual drinker,formal,family,public,single,independent,20,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7309245,-99.1451848,0101000020957F0000EA4F00C5A08557C140085474D9494941,churchs,?,?,?,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none
U1060,132717,2,2,2,6,23.715238,-99.158864,FALSE,casual drinker,formal,family,public,single,independent,20,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7318602,-99.1504365,0101000020957F0000B21C3F6C5E8557C188ACCF0A444B4941,tortas hawai,?,?,?,?,?,?,No_Alcohol_Served,not permitted,informal,partially,medium,?,familiar,f,closed,none
U1060,132733,2,1,2,5,23.715238,-99.158864,FALSE,casual drinker,formal,family,public,single,independent,20,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7527071,-99.1625655,0101000020957F0000F2F4110CF28157C1DCFD7C1BA04D4941,Little Cesarz,?,Ciudad Victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,not permitted,informal,completely,medium,?,familiar,t,closed,none
U1060,132740,1,2,1,4,23.715238,-99.158864,FALSE,casual drinker,formal,family,public,single,independent,20,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7521965,-99.1666317,0101000020957F000027A30471EE8157C1AC17D61EC84E4941,Carreton de Flautas y Migadas,?,Ciudad Victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,permitted,informal,completely,low,?,familiar,f,open,none
U1015,135071,0,0,0,0,22.12676,-100.905209,TRUE,social drinker,informal,family,public,single,independent,22,technology,thrifty-protector,Catholic,student,black,87,medium,1.67,22.126375,-100.910926,0101000020957F0000E3A742BFC14D58C1F4E529A7F3914B41,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,?,78396,Full_Bar,section,informal,no_accessibility,medium,?,familiar,f,closed,none
U1123,132733,1,2,1,4,23.753112,-99.168567,FALSE,abstemious,informal,family,?,single,independent,24,technology,hard-worker,Catholic,student,green,110,medium,1.75,23.7527071,-99.1625655,0101000020957F0000F2F4110CF28157C1DCFD7C1BA04D4941,Little Cesarz,?,Ciudad Victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,not permitted,informal,completely,medium,?,familiar,t,closed,none
U1123,132608,1,2,1,4,23.753112,-99.168567,FALSE,abstemious,informal,family,?,single,independent,24,technology,hard-worker,Catholic,student,green,110,medium,1.75,23.7588052,-99.1651297,0101000020957F0000A15C8F5FF78057C1C93CEA9E0A4E4941,Hamburguesas La perica,cd. mier,victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,permitted,informal,completely,low,?,quiet,t,open,none
U1123,135104,2,2,2,6,23.753112,-99.168567,FALSE,abstemious,informal,family,?,single,independent,24,technology,hard-worker,Catholic,student,green,110,medium,1.75,23.7529821,-99.1684341,0101000020957F00007CDF5EAFC58157C1645743B23E4F4941,vips,?,?,?,?,?,?,Full_Bar,not permitted,informal,completely,medium,?,familiar,t,closed,variety
U1123,132584,1,2,0,3,23.753112,-99.168567,FALSE,abstemious,informal,family,?,single,independent,24,technology,hard-worker,Catholic,student,green,110,medium,1.75,23.7523648,-99.1652879,0101000020957F000048C65BA7EF8157C177F2344D664E4941,Gorditas Dona Tota,?,?,?,?,?,?,No_Alcohol_Served,not permitted,informal,completely,medium,?,familiar,t,closed,none
U1123,132667,1,2,1,4,23.753112,-99.168567,FALSE,abstemious,informal,family,?,single,independent,24,technology,hard-worker,Catholic,student,green,110,medium,1.75,23.7526973,-99.1633594,0101000020957F00005D67BCDDED8157C1222A2DC8D84D4941,little pizza Emilio Portes Gil,calle emilio portes gil,victoria ,tamaulipas,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,t,closed,none
U1123,132740,1,1,1,3,23.753112,-99.168567,FALSE,abstemious,informal,family,?,single,independent,24,technology,hard-worker,Catholic,student,green,110,medium,1.75,23.7521965,-99.1666317,0101000020957F000027A30471EE8157C1AC17D61EC84E4941,Carreton de Flautas y Migadas,?,Ciudad Victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,permitted,informal,completely,low,?,familiar,f,open,none
U1123,132613,1,2,1,4,23.753112,-99.168567,FALSE,abstemious,informal,family,?,single,independent,24,technology,hard-worker,Catholic,student,green,110,medium,1.75,23.7529035,-99.165076,0101000020957F00008EBA2D06DC8157C194E03B7B504E4941,carnitas_mata,lic. Emilio portes gil,victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,permitted,informal,completely,medium,?,familiar,t,closed,none
U1123,132594,1,1,1,3,23.753112,-99.168567,FALSE,abstemious,informal,family,?,single,independent,24,technology,hard-worker,Catholic,student,green,110,medium,1.75,23.7521677,-99.165709,0101000020957F00003AE4C6DBF48157C1CE38ECC1864E4941,tacos de barbacoa enfrente del Tec,?,?,?,?,?,?,No_Alcohol_Served,not permitted,informal,completely,low,?,familiar,f,open,none
U1021,132740,2,2,1,5,23.730569,-99.171883,FALSE,social drinker,no preference,family,car owner,single,dependent,27,none,hard-worker,Catholic,student,purple,108,medium,1.62,23.7521965,-99.1666317,0101000020957F000027A30471EE8157C1AC17D61EC84E4941,Carreton de Flautas y Migadas,?,Ciudad Victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,permitted,informal,completely,low,?,familiar,f,open,none
U1026,132626,2,2,2,6,23.733,-99.133,FALSE,abstemious,formal,family,public,single,independent,22,technology,hunter-ostentatious,Catholic,student,red,49,medium,1.55,23.7375834,-99.1351318,0101000020957F0000AA7883ADD88457C1FA651328BA464941,la perica hamburguesa,?,victoria,tamaulipas,?,?,?,No_Alcohol_Served,none,informal,completely,medium,?,familiar,t,closed,none
U1021,132668,2,2,2,6,23.730569,-99.171883,FALSE,social drinker,no preference,family,car owner,single,dependent,27,none,hard-worker,Catholic,student,purple,108,medium,1.62,23.738212,-99.1519547,0101000020957F000003B195E25F8457C1C535BD04614B4941,TACOS EL GUERO,?,victoria,tamaulipas,mexico,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none
U1021,132715,2,2,1,5,23.730569,-99.171883,FALSE,social drinker,no preference,family,car owner,single,dependent,27,none,hard-worker,Catholic,student,purple,108,medium,1.62,23.7324226,-99.1586602,0101000020957F00004609B96F198557C11973490A874D4941,tacos de la estacion,?,?,?,?,?,?,No_Alcohol_Served,none,informal,no_accessibility,low,?,quiet,f,open,none
U1044,134987,0,0,0,0,18.95298,-99.260789,TRUE,social drinker,informal,family,car owner,married,kids,42,variety,thrifty-protector,Catholic,professional,orange,85,medium,1.73,18.932725,-99.225211,0101000020957F0000FE987FAF936D5AC1E1D486215E524A41,Chilis Cuernavaca,Rio Mayo Colonia Vista Hermosa Esq. Rio Balsas,Cuernavaca,Morelos,Mexico,?,62290,Wine-Beer,none,informal,no_accessibility,medium,chilis.com.mx,familiar,f,closed,none
U1083,135034,2,2,2,6,22.13392,-101.028373,FALSE,abstemious,?,?,?,?,?,30,none,hard-worker,none,?,yellow,40,?,1.6,22.140517,-101.021422,0101000020957F000026D92BB4894858C161A7552DA2B04B41,Michiko Restaurant Japones,Cordillera de Los Alpes 160 Lomas 2 Seccion,San Luis Potosi,SLP,Mexico,?,78210,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1083,132723,1,1,1,3,22.13392,-101.028373,FALSE,abstemious,?,?,?,?,?,30,none,hard-worker,none,?,yellow,40,?,1.6,22.1489337,-101.019845,0101000020957F0000B366C9254B4758C191987F9CAEAF4B41,Gordas de morales,?,?,San Luis Potosi,Mexico,?,?,Full_Bar,section,informal,completely,medium,?,familiar,f,closed,none
U1083,135046,2,2,1,5,22.13392,-101.028373,FALSE,abstemious,?,?,?,?,?,30,none,hard-worker,none,?,yellow,40,?,1.6,22.141282,-101.002958,0101000020957F000011DFB4E3EE4858C13F78758452AB4B41,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,SLP,Mexico,?,78200,No_Alcohol_Served,none,informal,no_accessibility,medium,reyecito.com,familiar,f,closed,none
U1108,135075,2,2,2,6,22.143524,-100.987562,FALSE,abstemious,informal,solitary,public,single,independent,28,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,22.139573,-100.991564,0101000020957F0000332AE8AF824958C15A4195A82CA84B41,Mariscos El Pescador,Himno Nacional 2104 Tangamanga,San Luis Potosi,SLP,Mexico,?,78269,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1108,132572,1,2,1,4,22.143524,-100.987562,FALSE,abstemious,informal,solitary,public,single,independent,28,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,22.1416471,-100.9927118,0101000020957F00005D19BF45294958C18FF7F8E260A84B41,Cafe Chaires,?,San Luis Potosi,San Luis Potosi,Mexico,?,?,No_Alcohol_Served,not permitted,informal,completely,low,?,familiar,f,closed,none
U1108,135074,2,2,1,5,22.143524,-100.987562,FALSE,abstemious,informal,solitary,public,single,independent,28,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,22.149689,-100.999525,0101000020957F0000CDA37BD8BD4758C1F4FBE3D2D7A94B41,Restaurante la Parroquia Potosina,Venustiano Carranza 303 Centro,San Luis Potosi,SLP,Mexico,?,78000,Wine-Beer,section,informal,no_accessibility,high,?,familiar,f,closed,none
U1108,135028,1,1,1,3,22.143524,-100.987562,FALSE,abstemious,informal,solitary,public,single,independent,28,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,22.146658,-100.987219,0101000020957F0000B4F00BDD8B4858C10AC3619C83A64B41,La Virreina,Av. Carranza 830,San Luis Potosi,SLP,Mexico,?,?,Wine-Beer,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1108,135085,1,2,1,4,22.143524,-100.987562,FALSE,abstemious,informal,solitary,public,single,independent,28,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,22.150802,-100.98268,0101000020957F00009F823DA6094858C18A2D4D37F9A44B41,Tortas Locas Hipocampo,Venustiano Carranza 719 Centro,San Luis Potosi,SLP,Mexico,?,78000,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,?,familiar,f,closed,none
